SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
25501,3.66035883,3.81E-05,0.27319726,0.84448417,178,9,FALSE,67713,101.1573034,178,0,89,0.79535701,FALSE,0,67713,634826,0.0889686
25503,3.85852004,0,0.25916672,1,138,9,FALSE,68015,92.72463768,138,0,69,0.78011384,FALSE,0,68015,0,0.13004858
25505,3.85852004,0,0.25916672,1,138,9,FALSE,68918,92.72463768,138,0,69,0.78011384,FALSE,0,68918,0,0.13004858
25507,3.85852004,0,0.25916672,1,138,9,FALSE,70715,92.72463768,138,0,69,0.78011384,FALSE,0,70715,0,0.13004858
25509,3.6291172,1.15E-04,0.27554911,0.77559607,186,9,FALSE,71975,99.60215054,186,0,93,0.79776022,FALSE,0,71975,915942,0.08211224
25514,3.66035883,3.81E-05,0.27319726,0.84448417,178,9,FALSE,74107,101.1573034,178,0,89,0.79535701,FALSE,0,74107,634826,0.0889686
25516,3.65428903,7.66E-04,0.27365104,0.80781441,182,9,FALSE,74242,99.16483516,182,0,91,0.79582392,FALSE,0,74242,2323760,0.08600593
25518,3.66026957,2.17E-04,0.27320392,0.82571785,180,9,FALSE,75609,100.0333333,180,0,90,0.79536388,FALSE,0,75609,1013668,0.08804773
25521,4.14219406,2.05E-04,0.24141795,0.24358974,26,9,FALSE,77983,23,26,0,13,0.75829276,FALSE,0,77983,339308,0.09796187
25523,3.85852004,0,0.25916672,1,138,9,FALSE,78263,92.72463768,138,0,69,0.78011384,FALSE,0,78263,0,0.13004858
25526,3.66035883,3.81E-05,0.27319726,0.84448417,178,9,FALSE,82319,101.1573034,178,0,89,0.79535701,FALSE,0,82319,634826,0.0889686
25528,3.85852004,0,0.25916672,1,138,9,FALSE,85077,92.72463768,138,0,69,0.78011384,FALSE,0,85077,0,0.13004858
25530,3.85852004,0,0.25916672,1,138,9,FALSE,86083,92.72463768,138,0,69,0.78011384,FALSE,0,86083,0,0.13004858
25532,3.85852004,0,0.25916672,1,138,9,FALSE,87817,92.72463768,138,0,69,0.78011384,FALSE,0,87817,0,0.13004858
25534,4.65866286,0,0.21465387,0,2,10,FALSE,89158,85,2,0,1,0.7185644,FALSE,0,89158,0,0
25543,4.04320271,2.93E-04,0.24732868,0.30555556,18,9,FALSE,38596,63,18,0,9,0.76590748,FALSE,0,38596,655452,0.15683015
25547,5.1743283,5.87E-05,0.1932618,0.33333333,6,10,FALSE,67209,7,6,0,3,0.67889782,FALSE,0,67209,71216,0.41666667
25550,4.67240918,9.75E-06,0.21402235,0.33333333,6,10,FALSE,79834,13.66666667,6,0,3,0.71750699,FALSE,0,79834,12402,0.39215686
25555,4.88877979,0,0.20455002,0,2,9,FALSE,14225,21,2,0,1,0.70086309,FALSE,0,14225,0,0
25566,4.88877979,0,0.20455002,0,2,9,FALSE,67353,21,2,0,1,0.70086309,FALSE,0,67353,0,0
25569,4.34383647,0,0.23021124,1,6,9,FALSE,68261,54.33333333,6,0,3,0.74278181,FALSE,0,68261,0,0.36222222
25574,4.69472463,0.00102101,0.21300504,0.24444444,20,9,FALSE,83239,11.1,20,0,10,0.71579041,FALSE,0,83239,2362418,0.13580247
25578,5.58368294,0,0.17909326,1,6,10,FALSE,29812,8.66666667,6,0,3,0.647409,FALSE,0,29812,0,0.54166667
25580,5.58243328,6.83E-04,0.17913335,0.33333333,12,10,FALSE,29899,5.5,12,0,6,0.64750513,FALSE,0,29899,1810250,0.30555556
25582,4.8623583,4.32E-04,0.20566152,0.31111111,20,9,FALSE,30018,10,20,0,10,0.70289552,FALSE,0,30018,881942,0.15384615
25584,4.97973757,5.37E-04,0.2008138,0.22222222,20,9,FALSE,39644,9.5,20,0,10,0.69386634,FALSE,0,39644,1134312,0.15409836
25586,4.50281175,6.25E-04,0.22208346,0.11111111,20,9,FALSE,42243,10.2,20,0,10,0.73055294,FALSE,0,42243,1504970,0.11744186
25589,5.69347496,0,0.17563966,1,4,10,FALSE,68535,8,4,0,2,0.63896346,FALSE,0,68535,0,0.66666667
25592,5.36097474,0,0.18653324,1,4,10,FALSE,79660,10,4,0,2,0.6645404,FALSE,0,79660,0,0.55555556
25596,4.4627332,5.61E-05,0.22407793,0.53333333,12,10,FALSE,2769,17.66666667,12,0,6,0.73363591,FALSE,0,2769,154080,0.22943723
25600,4.40462376,1.71E-06,0.22703415,0.33333333,6,9,FALSE,5052,28.66666667,6,0,3,0.73810586,FALSE,0,5052,2410,0.35864979
25613,4.28179952,5.15E-04,0.23354667,0.24242424,24,9,FALSE,20659,13.5,24,0,12,0.74755388,FALSE,0,20659,822462,0.108
25623,4.32634116,2.37E-05,0.2311422,0.46666667,12,9,FALSE,33265,23.66666667,12,0,6,0.7441276,FALSE,0,33265,39696,0.2275641
25637,4.19289476,0,0.23849871,1,6,9,FALSE,53915,48.33333333,6,0,3,0.75439271,FALSE,0,53915,0,0.374677
25646,4.17664911,2.06E-04,0.23942639,0.21212121,24,9,FALSE,73462,17.41666667,24,0,12,0.75564238,FALSE,0,73462,361942,0.10699588
25650,4.39507275,5.01E-05,0.22752752,0.33333333,6,9,FALSE,84940,29.66666667,6,0,3,0.73884056,FALSE,0,84940,83534,0.34920635
25741,4.06034098,7.03E-05,0.24628473,0.4,22,9,FALSE,21363,100,22,0,11,0.76458916,FALSE,0,21363,457842,0.21097046
25780,4.16915112,0,0.23985698,1,8,9,FALSE,30280,230.75,8,0,4,0.75621914,FALSE,0,30280,0,0.63743094
26289,4.53521378,3.07E-04,0.22049677,0.4,10,9,FALSE,3565,16.4,10,0,5,0.72806048,FALSE,0,3565,574688,0.22777778
26291,4.74426493,0,0.21078081,1,6,9,FALSE,4184,16.33333333,6,0,3,0.71197962,FALSE,0,4184,0,0.38888889
26294,4.78229046,5.91E-05,0.20910482,0.3,10,9,FALSE,14595,8.4,10,0,5,0.70905458,FALSE,0,14595,126590,0.24
26308,4.74426493,0,0.21078081,1,6,9,FALSE,63964,16.33333333,6,0,3,0.71197962,FALSE,0,63964,0,0.38888889
26318,5.3451754,0,0.1870846,1,4,9,FALSE,50605,4.5,4,0,2,0.66575574,FALSE,0,50605,0,0.75
26436,4.02097652,0.00144993,0.24869581,0.13043478,48,9,FALSE,72018,20.125,48,0,24,0.76761719,FALSE,0,72018,2905878,0.05693655
26449,4.91314826,0,0.20353548,0,2,10,FALSE,9760,12,2,0,1,0.6989886,FALSE,0,9760,0,0
26455,4.77095421,3.71E-04,0.20960168,0.2,10,10,FALSE,27444,5.8,10,0,5,0.7099266,FALSE,0,27444,935716,0.23333333
26462,1,0,1,0,2,1,FALSE,21526,1,2,0,1,1,FALSE,0,21526,0,0
26463,1,0,1,0,2,1,FALSE,36822,1,2,0,1,1,FALSE,0,36822,0,0
26475,5.3867714,0,0.18563995,1,4,10,FALSE,13408,26,4,0,2,0.66255605,FALSE,0,13408,0,0.53061224
26522,4.66544676,1.73E-05,0.21434175,0.6,10,10,FALSE,1914,16.8,10,0,5,0.71804256,FALSE,0,1914,33992,0.23714286
26527,4.66660716,0,0.21428845,1,8,10,FALSE,15427,20.25,8,0,4,0.7179533,FALSE,0,15427,0,0.29779412
26533,4.84334553,0,0.20646885,1,6,10,FALSE,24269,13.33333333,6,0,3,0.70435804,FALSE,0,24269,0,0.4040404
26536,4.68535214,1.86E-04,0.21343113,0.1,10,10,FALSE,38362,10,10,0,5,0.71651137,FALSE,0,38362,373876,0.21363636
26538,4.7943408,0,0.20857925,1,4,10,FALSE,43355,19.5,4,0,2,0.70812763,FALSE,0,43355,0,0.57352941
26541,4.77095421,0,0.20960168,1,4,10,FALSE,50222,22,4,0,2,0.7099266,FALSE,0,50222,0,0.52380952
26545,4.84334553,0,0.20646885,1,6,10,FALSE,54742,13.33333333,6,0,3,0.70435804,FALSE,0,54742,0,0.4040404
26547,4.8695885,0,0.20535616,0,2,10,FALSE,58375,28,2,0,1,0.70233935,FALSE,0,58375,0,0
26549,4.84343479,0,0.20646505,1,4,10,FALSE,59516,18.5,4,0,2,0.70435117,FALSE,0,59516,0,0.56060606
26551,4.83700794,0,0.20673938,1,4,10,FALSE,61840,18,4,0,2,0.70484554,FALSE,0,61840,0,0.5625
26555,4.66660716,0,0.21428845,1,8,10,FALSE,68426,20.25,8,0,4,0.7179533,FALSE,0,68426,0,0.29779412
26557,4.8695885,0,0.20535616,0,2,10,FALSE,76864,28,2,0,1,0.70233935,FALSE,0,76864,0,0
26568,4.4547889,5.48E-04,0.22447753,0.24444444,20,10,FALSE,58428,11.3,20,0,10,0.73424701,FALSE,0,58428,1287302,0.14666667
26573,4.81496028,8.31E-05,0.20768603,0.25,16,11,FALSE,2188,8.75,16,0,8,0.70654152,FALSE,0,2188,190428,0.18229167
26579,4.14219406,0,0.24141795,1,4,10,FALSE,13256,174,4,0,2,0.75829276,FALSE,0,13256,0,0.50289017
26582,4.91082746,0,0.20363167,0,2,11,FALSE,20379,23,2,0,1,0.69916712,FALSE,0,20379,0,0
26584,4.91082746,0,0.20363167,0,2,11,FALSE,26461,23,2,0,1,0.69916712,FALSE,0,26461,0,0
26586,4.91064893,1.79E-04,0.20363907,0,4,11,FALSE,26957,12,4,0,2,0.69918085,FALSE,0,26957,321232,0.5
26592,4.5569044,0,0.21944722,1,6,10,FALSE,50529,34.66666667,6,0,3,0.72639197,FALSE,0,50529,0,0.36491228
26595,4.91082746,0,0.20363167,0,2,11,FALSE,53435,23,2,0,1,0.69916712,FALSE,0,53435,0,0
26598,4.6585736,7.11E-04,0.21465798,0.12727273,22,9,FALSE,66573,8.63636364,22,0,11,0.71857126,FALSE,0,66573,1280986,0.12207792
26601,4.67356958,4.40E-06,0.21396921,0,4,10,FALSE,76686,23,4,0,2,0.71741772,FALSE,0,76686,7028,0.51162791
26604,4.87556904,8.20E-07,0.20510426,0.66666667,6,11,FALSE,82413,13,6,0,3,0.7018793,FALSE,0,82413,1224,0.38235294
26606,5.29099348,1.00E-08,0.18900042,0.66666667,6,9,FALSE,421,5,6,0,3,0.66992358,FALSE,0,421,2,0.45454545
26608,4.3750781,7.21E-05,0.22856735,0.6,10,8,FALSE,10130,26.6,10,0,5,0.74037861,FALSE,0,10130,104842,0.25142857
26610,5.29117201,0,0.18899404,0,2,9,FALSE,20131,11,2,0,1,0.66990985,FALSE,0,20131,0,0
26614,4.44827278,0.00248624,0.22480636,0.07272727,22,8,FALSE,38336,12,22,0,11,0.73474825,FALSE,0,38336,2938996,0.09861325
26617,5.29108275,0,0.18899723,1,4,9,FALSE,58129,7,4,0,2,0.66991671,FALSE,0,58129,0,0.63636364
26619,5.29108275,0,0.18899723,1,4,9,FALSE,66973,7,4,0,2,0.66991671,FALSE,0,66973,0,0.63636364
26621,5.29117201,0,0.18899404,0,2,9,FALSE,69804,11,2,0,1,0.66990985,FALSE,0,69804,0,0
26625,4.1444256,0.00142576,0.24128796,0.22857143,30,10,FALSE,8881,26.2,30,0,15,0.75812111,FALSE,0,8881,5922574,0.07705882
26627,5.09149335,0,0.19640603,1,8,11,FALSE,19394,10.75,8,0,4,0.68526974,FALSE,0,19394,0,0.48863636
26630,5.02526109,8.88E-06,0.19899464,0.6,10,10,FALSE,61803,10.6,10,0,5,0.69036453,FALSE,0,61803,10736,0.33548387
26633,5.70900652,0,0.17516182,0,2,11,FALSE,80865,7,2,0,1,0.63776873,FALSE,0,80865,0,0
26635,4.14424708,0.00180383,0.24129835,0.175,32,10,FALSE,81389,24.5,32,0,16,0.75813484,FALSE,0,81389,6794916,0.071875
26638,4.20066054,2.56E-04,0.2380578,0.32051282,26,9,FALSE,3996,24.07692308,26,0,13,0.75379534,FALSE,0,3996,1261316,0.10074026
26643,4.92546639,0,0.20302646,1,6,9,FALSE,37658,16.33333333,6,0,3,0.69804105,FALSE,0,37658,0,0.4537037
26646,3.95519057,5.63E-04,0.25283232,0.17894737,40,8,FALSE,38614,36.15,40,0,20,0.77267765,FALSE,0,38614,1601160,0.06202749
26648,4.73516022,0.00104463,0.2111861,0.20879121,28,9,FALSE,41756,9.28571429,28,0,14,0.71267998,FALSE,0,41756,4112010,0.1212406
26656,5.02552888,0,0.19898403,0,2,10,FALSE,69408,22,2,0,1,0.69034393,FALSE,0,69408,0,0
26659,4.72560921,2.43E-05,0.21161293,0.66666667,8,10,FALSE,72286,16,8,0,4,0.71341468,FALSE,0,72286,35596,0.31372549
26661,5.02552888,0,0.19898403,0,2,10,FALSE,77709,22,2,0,1,0.69034393,FALSE,0,77709,0,0
26664,4.24297063,1.36E-04,0.23568393,0.59307359,44,9,FALSE,86359,31.27272727,44,0,22,0.75054072,FALSE,0,86359,398012,0.1184573
26666,4.20235651,0.00156401,0.23796172,0.13235294,34,9,FALSE,86563,14.29411765,34,0,17,0.75366488,FALSE,0,86563,2465768,0.07226038
26668,4.82147639,7.68E-05,0.20740535,0.4,10,9,FALSE,87289,14,10,0,5,0.70604028,FALSE,0,87289,223664,0.25555556
26670,4.47219495,0.0010578,0.22360385,0.12380952,30,9,FALSE,28527,9.46666667,30,0,15,0.73290808,FALSE,0,28527,1504658,0.094
26674,4.89940195,0,0.20410654,1,4,10,FALSE,33248,15.5,4,0,2,0.700046,FALSE,0,33248,0,0.62
26676,4.34169419,5.62E-04,0.23032484,0.19047619,14,9,FALSE,33592,17.28571429,14,0,7,0.7429466,FALSE,0,33592,926234,0.1559633
26679,4.76265286,8.68E-04,0.20996701,0.16363636,22,10,FALSE,39952,6.63636364,22,0,11,0.71056516,FALSE,0,39952,1907400,0.13172542
26684,4.2998304,6.14E-05,0.23256731,0.4,12,9,FALSE,77016,26.33333333,12,0,6,0.74616689,FALSE,0,77016,93238,0.19082126
26688,4.36097474,0,0.22930653,1,4,9,FALSE,80448,51.5,4,0,2,0.74146348,FALSE,0,80448,0,0.5255102
26690,5.1762028,0,0.19319181,1,6,10,FALSE,80890,12.66666667,6,0,3,0.67875363,FALSE,0,80890,0,0.39583333
26692,4.99732215,7.52E-04,0.20010717,0.46666667,30,9,FALSE,86364,10.46666667,30,0,15,0.69251368,FALSE,0,86364,1603830,0.18045977
26695,3.95197715,0.00121005,0.2530379,0.31587302,74,9,FALSE,14053,34.02777778,73,0,36,0.77292483,FALSE,1,14053,4154464,0.05592105
26705,4.72007498,4.93E-04,0.21186104,0.07142857,16,9,FALSE,16553,8.375,16,0,8,0.71384039,FALSE,0,16553,613584,0.140625
26707,4.94894225,0,0.20206338,1,4,9,FALSE,28897,12,4,0,2,0.69623521,FALSE,0,28897,0,0.57142857
26712,4.43408016,0,0.22552592,1,4,9,FALSE,78174,79,4,0,2,0.73583999,FALSE,0,78174,0,0.50967742
26759,4.20199946,9.05E-04,0.23798194,0.07575758,24,9,FALSE,42924,20.08333333,24,0,12,0.75369235,FALSE,0,42924,1516476,0.09729064
26802,4.49576006,1.40E-05,0.2224318,0.7,10,9,FALSE,221,24.2,10,0,5,0.73109538,FALSE,0,221,48218,0.242
26805,4.05177185,7.43E-04,0.2468056,0.17419355,62,9,FALSE,9758,17.67741935,62,0,31,0.76524832,FALSE,0,9758,1704792,0.05548793
26809,4.57779166,6.54E-06,0.21844594,0.60714286,16,9,FALSE,20683,17,16,0,8,0.72478526,FALSE,0,20683,17460,0.24637681
26816,4.65054003,2.59E-06,0.21502879,0.73333333,12,9,FALSE,79985,16.5,12,0,6,0.71918923,FALSE,0,79985,7402,0.28947368
26819,0,0,0,0,2,0,TRUE,23799,0,1,0,0,9.22E+10,FALSE,1,23799,0,0
26821,5.35981434,0,0.18657363,1,4,10,FALSE,36235,11,4,0,2,0.66462967,FALSE,0,36235,0,0.6875
26822,4.40266,3.35E-04,0.22713541,0.30555556,18,9,FALSE,52611,16.11111111,18,0,9,0.73825692,FALSE,0,52611,756704,0.14384921
26828,4.72828707,4.50E-05,0.21149308,0.4,10,10,FALSE,55376,13.4,10,0,5,0.71320869,FALSE,0,55376,42572,0.24363636
26832,4.03284834,0.00165048,0.2479637,0.14166667,32,9,FALSE,70902,42.75,32,0,16,0.76670397,FALSE,0,70902,4757200,0.08757716
26834,5.33062573,0,0.18759524,1,6,10,FALSE,72564,11.33333333,6,0,3,0.66687494,FALSE,0,72564,0,0.53968254
26838,4.71471927,6.24E-04,0.21210171,0.2,10,10,FALSE,36411,13.8,10,0,5,0.71425236,FALSE,0,36411,1245416,0.2125
26842,4.7387307,7.14E-05,0.21102697,0.26666667,12,10,FALSE,46887,8.83333333,12,0,6,0.71240533,FALSE,0,46887,63166,0.19767442
26844,5.25948407,5.45E-04,0.19013272,0.25,16,10,FALSE,47149,4.875,16,0,8,0.67234738,FALSE,0,47149,905904,0.195
26846,5.45416406,0,0.18334615,0,2,10,FALSE,48709,13,2,0,1,0.657372,FALSE,0,48709,0,0
26857,4.79451933,2.79E-05,0.20857148,0.5,8,10,FALSE,61395,9.5,8,0,4,0.7081139,FALSE,0,61395,43732,0.2983871
26861,5.02838525,0,0.198871,0,2,10,FALSE,75986,7,2,0,1,0.69012421,FALSE,0,75986,0,0
26863,4.49370704,0,0.22253342,1,4,8,FALSE,12987,36,4,0,2,0.7312533,FALSE,0,12987,0,0.51428571
26867,4.44809426,5.50E-05,0.22481538,0.55555556,20,9,FALSE,460,23.5,20,0,10,0.73476198,FALSE,0,460,67410,0.16956522
26869,4.31527269,3.30E-04,0.23173507,0.46153846,26,9,FALSE,7271,23.23076923,26,0,13,0.74497902,FALSE,0,7271,558430,0.12905983
26871,4.29143979,0.0013119,0.23302203,0.21578947,40,9,FALSE,8307,16.65,40,0,20,0.74681232,FALSE,0,8307,2498526,0.08829787
26875,4.23475855,1.43E-04,0.23614097,0.34285714,30,9,FALSE,28580,25.66666667,30,0,15,0.75117242,FALSE,0,28580,267510,0.11458333
26877,4.46496474,0.00119033,0.22396593,0.23636364,22,9,FALSE,28917,19.90909091,22,0,11,0.73346425,FALSE,0,28917,1632636,0.14220779
26879,4.65402124,5.47E-04,0.21486795,0.14285714,14,9,FALSE,32253,18.42857143,14,0,7,0.71892144,FALSE,0,32253,663138,0.15394089
26881,4.54244399,0,0.22014581,1,8,9,FALSE,42972,37.25,8,0,4,0.72750431,FALSE,0,42972,0,0.36519608
26887,4.54128358,0,0.22020206,1,10,9,FALSE,61175,31.6,10,0,5,0.72759357,FALSE,0,61175,0,0.30679612
26889,4.18334375,8.35E-04,0.23904323,0.24761905,30,9,FALSE,61348,26.13333333,30,0,15,0.7551274,FALSE,0,61348,1286728,0.09654321
26892,4.28742301,1.17E-04,0.23324034,0.30065359,36,9,FALSE,68519,21.16666667,36,0,18,0.74712131,FALSE,0,68519,250760,0.09243086
26894,4.36356333,8.61E-05,0.2291705,0.41666667,18,9,FALSE,72830,29.44444444,18,0,9,0.74126436,FALSE,0,72830,134112,0.15022676
26896,4.29367134,4.48E-04,0.23290092,0.21978022,28,9,FALSE,75808,25.92857143,28,0,14,0.74664067,FALSE,0,75808,742420,0.11050061
26900,4.55538695,0,0.21952032,1,6,9,FALSE,80885,46,6,0,3,0.7265087,FALSE,0,80885,0,0.46464646
26904,5.28501294,1.79E-04,0.1892143,0.33333333,6,10,FALSE,340,6.66666667,6,0,3,0.67038362,FALSE,0,340,250452,0.37254902
26906,5.28519147,0,0.1892079,1,4,10,FALSE,7341,11,4,0,2,0.67036989,FALSE,0,7341,0,0.64705882
26909,5.28331697,3.29E-05,0.18927503,0.33333333,6,10,FALSE,13810,8.66666667,6,0,3,0.67051408,FALSE,0,13810,43638,0.41666667
26911,5.19244845,6.13E-06,0.19258737,0.5,10,9,FALSE,15422,8.6,10,0,5,0.67750397,FALSE,0,15422,9160,0.26875
26914,5.19325181,0,0.19255758,1,4,9,FALSE,29446,17.5,4,0,2,0.67744217,FALSE,0,29446,0,0.56451613
26916,5.19316255,0,0.19256089,1,6,9,FALSE,30525,13.33333333,6,0,3,0.67744903,FALSE,0,30525,0,0.43010753
26918,5.2851022,0,0.1892111,1,6,10,FALSE,30627,8,6,0,3,0.67037675,FALSE,0,30627,0,0.47058824
26921,4.49513523,1.17E-04,0.22246272,0.66666667,8,9,FALSE,42778,20,8,0,4,0.73114344,FALSE,0,42778,360556,0.27777778
26923,5.2851022,0,0.1892111,1,4,10,FALSE,56591,10,4,0,2,0.67037675,FALSE,0,56591,0,0.55555556
26925,5.2851022,0,0.1892111,1,6,10,FALSE,56885,8,6,0,3,0.67037675,FALSE,0,56885,0,0.47058824
26931,5.74872802,0,0.17395152,0,2,10,FALSE,42967,10,2,0,1,0.63471323,FALSE,0,42967,0,0
26932,4.74881728,6.28E-04,0.21057875,0.15555556,20,9,FALSE,77384,8.5,20,0,10,0.71162944,FALSE,0,77384,846706,0.14035088
26934,4.24404177,0.00424754,0.23562445,0.12315271,58,9,FALSE,14366,13.20689655,58,0,29,0.75045833,FALSE,0,14366,6124518,0.05525898
26936,4.20298134,1.00E-03,0.23792635,0.24175824,28,9,FALSE,19405,26,28,0,14,0.75361682,FALSE,0,19405,1325222,0.1003861
26938,4.56574132,5.75E-04,0.21902248,0.26666667,12,10,FALSE,35547,12.66666667,12,0,6,0.72571221,FALSE,0,35547,846510,0.19791667
26941,4.8158529,1.35E-04,0.20764754,0,6,10,FALSE,42963,20.66666667,6,0,3,0.70647285,FALSE,0,42963,197980,0.33333333
26944,5.74872802,0,0.17395152,0,2,10,FALSE,44689,10,2,0,1,0.63471323,FALSE,0,44689,0,0
26947,4.83013479,1.96E-04,0.20703356,0,6,9,FALSE,70789,13.66666667,6,0,3,0.70537425,FALSE,0,70789,227302,0.33333333
26949,5.74872802,0,0.17395152,0,2,10,FALSE,81230,10,2,0,1,0.63471323,FALSE,0,81230,0,0
26951,4.82415424,1.95E-04,0.20729022,0.44444444,18,9,FALSE,1823,11.77777778,18,0,9,0.70583429,FALSE,0,1823,228516,0.21414141
26953,5.13978399,0,0.19456071,1,8,10,FALSE,2814,15.5,8,0,4,0.68155508,FALSE,0,2814,0,0.3974359
26956,5.24207801,0,0.19076404,1,6,10,FALSE,7359,14.33333333,6,0,3,0.67368631,FALSE,0,7359,0,0.46236559
26959,5.13978399,0,0.19456071,1,8,10,FALSE,9265,15.5,8,0,4,0.68155508,FALSE,0,9265,0,0.3974359
26961,4.43649023,4.89E-04,0.2254034,0.19444444,18,9,FALSE,12976,12.55555556,18,0,9,0.7356546,FALSE,0,12976,636406,0.13142174
26963,5.13960546,1.54E-06,0.19456746,0.73333333,12,10,FALSE,15875,11.16666667,12,0,6,0.68156881,FALSE,0,15875,3370,0.28632479
26968,5.10461484,7.03E-04,0.19590117,0.31111111,20,10,FALSE,37287,11.2,20,0,10,0.6842604,FALSE,0,37287,915592,0.15135135
26972,5.22895653,0,0.19124274,1,6,10,FALSE,46928,13.66666667,6,0,3,0.67469565,FALSE,0,46928,0,0.41414141
26974,4.65143265,0,0.21498753,1,8,9,FALSE,48761,18.75,8,0,4,0.71912057,FALSE,0,48761,0,0.30737705
26976,5.07319468,1.95E-04,0.19711445,0.39285714,16,10,FALSE,51503,8.625,16,0,8,0.68667733,FALSE,0,51503,259492,0.21474359
26980,4.51504061,3.73E-04,0.22148195,0.31868132,28,9,FALSE,56066,13.5,28,0,14,0.72961226,FALSE,0,56066,491178,0.108
26982,4.89243953,2.00E-06,0.20439701,0.66666667,6,10,FALSE,59067,17.66666667,6,0,3,0.70058157,FALSE,0,59067,3406,0.36805556
26984,4.7871106,8.15E-06,0.20889428,0.86666667,12,9,FALSE,59959,17.66666667,12,0,6,0.7086838,FALSE,0,59959,13456,0.27179487
26986,4.47353387,1.40E-04,0.22353692,0.33333333,18,9,FALSE,60436,16,18,0,9,0.73280509,FALSE,0,60436,172048,0.14953271
26988,5.13906989,0.00144753,0.19458774,0.77931034,60,10,FALSE,67269,25.63333333,60,0,30,0.68161001,FALSE,0,67269,2498284,0.28481481
26990,5.22895653,0,0.19124274,1,6,10,FALSE,72174,13.66666667,6,0,3,0.67469565,FALSE,0,72174,0,0.41414141
26993,4.72364545,3.72E-04,0.2117009,0.25,18,10,FALSE,74362,13.88888889,18,0,9,0.71356573,FALSE,0,74362,708728,0.16020672
27005,5.49549228,0,0.18196732,1,6,10,FALSE,27424,8.33333333,6,0,3,0.6541929,FALSE,0,27424,0,0.43859649
27008,4.50165134,9.37E-04,0.2221407,0.14285714,14,10,FALSE,62432,17.85714286,14,0,7,0.7306422,FALSE,0,62432,3618888,0.15147783
27010,4.72641257,4.64E-04,0.21157696,0.21794872,26,9,FALSE,71493,9,26,0,13,0.71335288,FALSE,0,71493,580092,0.12
27013,5.49549228,0,0.18196732,1,6,10,FALSE,79336,8.33333333,6,0,3,0.6541929,FALSE,0,79336,0,0.43859649
27018,4.48969026,0,0.22273251,1,4,9,FALSE,37006,59,4,0,2,0.73156229,FALSE,0,37006,0,0.51754386
27022,4.26716058,8.11E-04,0.23434787,0.19230769,26,9,FALSE,47826,19.76923077,26,0,13,0.74867996,FALSE,0,47826,3398172,0.09758898
27025,4.63063465,2.32E-05,0.21595312,0.61904762,14,9,FALSE,56444,17.57142857,14,0,7,0.72072041,FALSE,0,56444,97302,0.21693122
27031,4.52003928,1.06E-04,0.22123702,0.35555556,20,9,FALSE,87369,17.2,20,0,10,0.72922775,FALSE,0,87369,281520,0.14700855
27034,5.73462465,3.57E-04,0.17437933,0.33333333,8,10,FALSE,23266,5,8,0,4,0.6357981,FALSE,0,23266,1415008,0.3125
27036,5.73507096,0,0.17436576,0,2,10,FALSE,29188,14,2,0,1,0.63576377,FALSE,0,29188,0,0
27041,5.67597965,0,0.17618104,1,4,10,FALSE,52081,9.5,4,0,2,0.64030926,FALSE,0,52081,0,0.63333333
27045,5.73480318,0,0.1743739,1,4,10,FALSE,57294,9,4,0,2,0.63578437,FALSE,0,57294,0,0.5625
27053,5.09247523,3.64E-04,0.19636816,0.2,10,9,FALSE,31149,5.6,10,0,5,0.68519421,FALSE,0,31149,1168466,0.23478261
27055,5.26225118,0,0.19003274,1,4,10,FALSE,33487,9,4,0,2,0.67213452,FALSE,0,33487,0,0.5625
27062,4.15486923,1.82E-05,0.24068146,0.7,10,9,FALSE,72562,69.2,10,0,5,0.75731775,FALSE,0,72562,97036,0.21226994
27064,4.54128358,0,0.22020206,1,8,9,FALSE,77093,22.25,8,0,4,0.72759357,FALSE,0,77093,0,0.30902778
27067,5.26707132,0,0.18985883,0,2,10,FALSE,86538,13,2,0,1,0.67176374,FALSE,0,86538,0,0
27094,4.04311345,5.94E-05,0.24733414,0.4,20,9,FALSE,33140,50.1,20,0,10,0.76591435,FALSE,0,33140,133392,0.1162413
27096,4.47157012,4.58E-05,0.22363509,0.2,10,10,FALSE,35150,17.4,10,0,5,0.73295614,FALSE,0,35150,61450,0.22051282
27116,4.54440775,0,0.22005068,1,32,9,FALSE,2199,30.375,32,0,16,0.72735325,FALSE,0,2199,0,0.27613636
27120,4.72471659,0,0.21165291,1,6,9,FALSE,19888,22.66666667,6,0,3,0.71348334,FALSE,0,19888,0,0.39766082
27124,4.45719896,0,0.22435615,1,10,9,FALSE,29533,47.6,10,0,5,0.73406162,FALSE,0,29533,0,0.30318471
27127,4.05605641,8.82E-04,0.24654489,0.40853659,82,8,FALSE,29794,29.95121951,82,0,41,0.76491874,FALSE,0,29794,2319144,0.07359022
27131,4.11630813,4.14E-04,0.24293614,0.53563218,60,9,FALSE,33467,30.23333333,60,0,30,0.76028399,FALSE,0,33467,1363782,0.09507338
27135,4.25278943,5.84E-05,0.23513979,0.67311828,62,9,FALSE,35953,28.22580645,62,0,31,0.74978543,FALSE,0,35953,676630,0.12544803
